0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
419.7097222222222,417.3041666666667,421.8902777777778,414.96527777777777,419.9611111111111,415.9916666666667,453.1875,420.0111111111111,441.6486111111111,415.33194444444445,438.46527777777777,413.39166666666665,437.9763888888889,414.30277777777775,424.6045823664793,424.6045823664793,424.6045823664793,424.6045823664793,424.6045823664793,424.6045823664793
417.51519775390625,418.45263671875,420.6307373046875,420.0145568847656,422.4271545410156,422.799072265625,428.65472412109375,426.07952880859375,430.8600769042969,425.0835266113281,431.5899963378906,422.3808898925781,429.70220947265625,421.4300231933594,429.6309814453125,422.72174072265625,430.3631896972656,425.08203125,430.8465881347656,425.2839050292969
453.1875,420.0111111111111,441.6486111111111,415.33194444444445,438.46527777777777,413.39166666666665,437.9763888888889,414.30277777777775,447.2027777777778,411.5027777777778,450.8722222222222,414.56388888888887,451.7972222222222,409.2277777777778,429.930987282638,429.930987282638,429.930987282638,429.930987282638,429.930987282638,429.930987282638
447.6588439941406,421.50604248046875,437.5100402832031,420.16583251953125,437.1831970214844,420.3304138183594,435.5491027832031,421.6540832519531,438.6706848144531,422.43017578125,441.5480041503906,421.2908020019531,439.9905700683594,417.1485290527344,435.5494079589844,418.134033203125,434.24298095703125,419.1202697753906,431.5697021484375,420.09820556640625
437.9763888888889,414.30277777777775,447.2027777777778,411.5027777777778,450.8722222222222,414.56388888888887,451.7972222222222,409.2277777777778,430.45000000000005,421.5083333333333,431.52465753424656,415.0486111111111,443.46666666666664,413.1736111111111,428.024331877287,428.024331877287,428.024331877287,428.024331877287,428.024331877287,428.024331877287
435.265380859375,421.01708984375,439.2133483886719,421.1288757324219,439.4808654785156,422.1387939453125,438.29302978515625,419.14599609375,433.2538757324219,420.26898193359375,429.537841796875,420.6629943847656,431.39215087890625,419.9134826660156,430.8349914550781,424.5213317871094,434.385009765625,423.2745056152344,430.97076416015625,422.9821472167969
451.7972222222222,409.2277777777778,430.45000000000005,421.5083333333333,431.52465753424656,415.0486111111111,443.46666666666664,413.1736111111111,423.4194444444445,414.68055555555554,433.93611111111113,411.6611111111111,435.17499999999995,413.3180555555556,424.8666500865872,424.8666500865872,424.8666500865872,424.8666500865872,424.8666500865872,424.8666500865872
434.1076965332031,414.06060791015625,425.6293029785156,420.1595458984375,425.19146728515625,421.311279296875,428.86474609375,419.10546875,424.1866149902344,420.3177795410156,427.5349426269531,420.5567932128906,428.30230712890625,421.3928527832031,427.2255859375,421.2308654785156,428.2599792480469,422.2459716796875,430.7369384765625,421.28082275390625
443.46666666666664,413.1736111111111,423.4194444444445,414.68055555555554,433.93611111111113,411.6611111111111,435.17499999999995,413.3180555555556,439.87361111111113,413.91805555555555,445.41805555555555,409.84027777777777,445.53333333333336,413.3305555555555,425.4717006987947,425.4717006987947,425.4717006987947,425.4717006987947,425.4717006987947,425.4717006987947
442.5232238769531,411.46881103515625,430.024169921875,415.5507507324219,429.4107971191406,417.173828125,432.1199645996094,419.66070556640625,432.5905456542969,421.1277770996094,434.15655517578125,419.001708984375,434.62115478515625,418.1789245605469,431.8442687988281,418.8497009277344,431.12921142578125,417.304443359375,430.31024169921875,417.2982177734375
435.17499999999995,413.3180555555556,439.87361111111113,413.91805555555555,445.41805555555555,409.84027777777777,445.53333333333336,413.3305555555555,436.5263888888889,414.7972222222222,440.7083333333333,413.6027777777778,438.8347222222222,411.69722222222225,426.5598589640073,426.5598589640073,426.5598589640073,426.5598589640073,426.5598589640073,426.5598589640073
440.5430908203125,418.777587890625,437.2798767089844,418.93389892578125,437.05523681640625,417.6830139160156,436.671875,417.8623352050781,435.6019592285156,418.5863342285156,434.0390625,417.8318176269531,432.61529541015625,418.00579833984375,431.0975646972656,420.2118225097656,431.64874267578125,419.1552734375,429.5667724609375,419.149169921875
445.53333333333336,413.3305555555555,436.5263888888889,414.7972222222222,440.7083333333333,413.6027777777778,438.8347222222222,411.69722222222225,431.1722222222222,412.8888888888889,420.975,412.4166666666667,420.5138888888889,412.0597222222222,423.1935792041223,423.1935792041223,423.1935792041223,423.1935792041223,423.1935792041223,423.1935792041223
432.7794189453125,415.2429504394531,429.5706481933594,418.2724914550781,429.29498291015625,417.7846984863281,428.2771301269531,416.969482421875,425.8804626464844,416.3878479003906,423.3135070800781,415.64422607421875,422.1518249511719,417.3962707519531,424.0665588378906,421.541259765625,425.49395751953125,422.9571838378906,425.4404296875,421.8706359863281
438.8347222222222,411.69722222222225,431.1722222222222,412.8888888888889,420.975,412.4166666666667,420.5138888888889,412.0597222222222,435.15277777777777,410.34166666666664,444.44166666666666,409.07916666666665,419.0625,412.6819444444444,420.79352328535305,420.79352328535305,420.79352328535305,420.79352328535305,420.79352328535305,420.79352328535305
425.8062744140625,413.5772705078125,420.8069152832031,414.2759094238281,419.0892639160156,415.984619140625,420.29736328125,417.9973449707031,423.84039306640625,420.27178955078125,426.2129211425781,418.5892639160156,423.52178955078125,417.55621337890625,423.6626281738281,418.5902404785156,422.83746337890625,414.7099914550781,418.6835632324219,415.9017639160156
420.5138888888889,412.0597222222222,435.15277777777777,410.34166666666664,444.44166666666666,409.07916666666665,419.0625,412.6819444444444,427.5444444444444,414.34166666666664,426.7388888888889,416.52777777777777,422.9486111111111,409.47083333333336,420.05395942111943,420.05395942111943,420.05395942111943,420.05395942111943,420.05395942111943,420.05395942111943
424.2035827636719,415.86260986328125,426.5376892089844,418.4499206542969,426.6607360839844,416.85400390625,422.59326171875,418.2455139160156,423.7951354980469,417.7552185058594,422.0513000488281,416.8682556152344,421.6418762207031,416.040283203125,420.336181640625,415.9764709472656,419.74237060546875,415.0810546875,418.47186279296875,413.9886474609375
419.0625,412.6819444444444,427.5444444444444,414.34166666666664,426.7388888888889,416.52777777777777,422.9486111111111,409.47083333333336,431.6652777777778,412.21944444444443,444.09722222222223,415.3041666666667,452.7652777777778,414.7388888888889,422.8815012035197,422.8815012035197,422.8815012035197,422.8815012035197,422.8815012035197,422.8815012035197
422.92529296875,415.7079162597656,429.0105285644531,418.845947265625,428.8619689941406,419.5834045410156,428.1816101074219,419.6659240722656,428.1323547363281,418.57952880859375,429.1759948730469,418.8489074707031,432.53125,418.3463439941406,427.59912109375,417.8487854003906,425.0084533691406,420.6224670410156,422.5220947265625,423.9844665527344
